hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
Valley Health Infirmary,Rural,120,5,1,3,3,0.209,1,176.1,1.2
Valley Health Infirmary,Rural,120,5,3,12,3,0.188,1,200.8,1.0
Valley Health Infirmary,Rural,120,8,0,15,2,0.108,1,271.6,1.0
Metro Care Hospital,Urban,350,9,1,13,2,0.165,0,169.6,1.0
Valley Health Infirmary,Rural,120,9,0,10,5,0.211,1,194.1,1.0
Metro Care Hospital,Urban,350,6,2,1,2,0.165,1,184.1,1.0
Valley Health Infirmary,Rural,120,6,3,21,2,0.259,1,168.3,1.0
St. Jude General Hospital,Rural,250,9,2,13,3,0.223,0,171.3,1.0
Valley Health Infirmary,Rural,120,4,1,23,2,0.129,1,202.3,1.0
Metro Care Hospital,Urban,350,6,0,23,3,0.183,1,161.3,1.6
Riverside Medical Center,Rural,120,4,1,6,3,0.124,1,239.4,1.0
Valley Health Infirmary,Rural,120,11,2,10,4,0.202,0,206.5,1.0
Riverside Medical Center,Rural,120,1,1,3,4,0.15,1,259.2,1.0
St. Jude General Hospital,Rural,250,7,5,6,2,0.257,0,171.2,1.6
Northside Community Hospital,Urban,200,10,4,15,3,0.191,0,216.7,1.0
St. Jude General Hospital,Rural,250,11,2,5,1,0.206,0,142.8,1.8
Valley Health Infirmary,Rural,120,12,1,5,1,0.274,0,142.2,2.8
Riverside Medical Center,Rural,120,6,0,1,3,0.231,1,149.8,2.0
Riverside Medical Center,Rural,120,9,1,23,2,0.248,0,116.0,2.4
Metro Care Hospital,Urban,350,7,0,7,3,0.301,1,134.4,2.7
Riverside Medical Center,Rural,120,7,4,6,4,0.154,1,242.1,1.0
Metro Care Hospital,Urban,350,2,1,23,4,0.309,1,125.2,1.8
Northside Community Hospital,Urban,200,12,6,13,4,0.293,1,174.7,1.5
Valley Health Infirmary,Rural,120,11,6,8,1,0.186,1,157.6,2.3
Metro Care Hospital,Urban,350,9,4,14,3,0.325,1,140.1,1.1
Northside Community Hospital,Urban,200,10,2,21,2,0.293,1,148.0,1.5
Riverside Medical Center,Rural,120,9,0,17,3,0.334,1,172.0,1.0
Riverside Medical Center,Rural,120,6,6,11,2,0.279,1,131.2,1.4
Northside Community Hospital,Urban,200,3,5,22,1,0.275,1,155.8,1.4
Riverside Medical Center,Rural,120,1,2,18,3,0.105,1,294.1,1.0
Northside Community Hospital,Urban,200,4,0,12,4,0.229,1,182.4,1.2
Metro Care Hospital,Urban,350,3,4,6,4,0.166,0,188.6,1.1
Metro Care Hospital,Urban,350,12,6,9,3,0.165,0,202.3,1.0
Northside Community Hospital,Urban,200,1,3,9,3,0.312,1,146.2,1.9
Metro Care Hospital,Urban,350,3,1,1,3,0.14,0,188.2,1.6
Metro Care Hospital,Urban,350,4,4,13,3,0.286,1,127.8,3.2
Metro Care Hospital,Urban,350,8,0,12,1,0.132,0,197.3,1.0
St. Jude General Hospital,Rural,250,9,0,21,4,0.122,1,281.8,1.0
Valley Health Infirmary,Rural,120,3,0,5,3,0.235,1,155.1,1.7
Riverside Medical Center,Rural,120,6,0,8,2,0.157,0,206.2,1.0
St. Jude General Hospital,Rural,250,10,1,12,1,0.342,1,91.8,3.3
Metro Care Hospital,Urban,350,11,2,8,2,0.167,1,179.0,1.0
Northside Community Hospital,Urban,200,5,5,12,3,0.164,1,205.9,1.0
Metro Care Hospital,Urban,350,6,3,4,4,0.127,1,226.8,1.0
Valley Health Infirmary,Rural,120,4,1,13,3,0.196,0,186.2,1.0
Metro Care Hospital,Urban,350,10,0,4,3,0.126,1,220.5,1.0
Northside Community Hospital,Urban,200,6,1,8,5,0.235,0,178.5,1.7
Valley Health Infirmary,Rural,120,7,4,7,2,0.224,1,174.7,2.5
Metro Care Hospital,Urban,350,9,5,6,2,0.132,1,197.7,1.0
Valley Health Infirmary,Rural,120,10,0,7,3,0.175,1,198.4,1.0
Riverside Medical Center,Rural,120,7,3,21,4,0.293,1,199.6,1.0
Riverside Medical Center,Rural,120,6,0,2,3,0.226,1,177.6,1.2
Metro Care Hospital,Urban,350,1,5,22,3,0.204,0,231.8,1.0
Valley Health Infirmary,Rural,120,2,3,23,5,0.268,1,200.0,1.0
Northside Community Hospital,Urban,200,1,5,14,4,0.264,1,222.5,1.0
Metro Care Hospital,Urban,350,9,3,7,1,0.295,0,93.9,3.6
Riverside Medical Center,Rural,120,10,2,0,4,0.311,1,174.9,1.0
Riverside Medical Center,Rural,120,10,6,6,1,0.173,1,185.5,1.3
Metro Care Hospital,Urban,350,9,2,18,3,0.135,0,243.5,1.0
Valley Health Infirmary,Rural,120,7,1,1,2,0.182,1,179.0,1.0
Riverside Medical Center,Rural,120,2,1,13,3,0.303,1,149.4,1.8
Valley Health Infirmary,Rural,120,6,3,17,3,0.138,0,235.5,1.0
Riverside Medical Center,Rural,120,11,0,14,4,0.252,1,207.3,1.0
Riverside Medical Center,Rural,120,4,6,13,3,0.281,1,152.6,1.7
St. Jude General Hospital,Rural,250,1,4,23,3,0.204,1,225.1,1.0
Riverside Medical Center,Rural,120,1,4,18,2,0.156,1,232.6,1.0
Northside Community Hospital,Urban,200,12,0,18,5,0.171,1,269.0,1.0
Metro Care Hospital,Urban,350,5,0,21,4,0.136,1,249.0,1.0
Metro Care Hospital,Urban,350,12,2,16,2,0.161,0,217.3,1.0
Valley Health Infirmary,Rural,120,2,4,21,5,0.091,1,351.5,1.0
Riverside Medical Center,Rural,120,4,3,18,3,0.287,0,172.8,1.0
Northside Community Hospital,Urban,200,1,5,15,3,0.293,1,201.8,1.0
Valley Health Infirmary,Rural,120,4,1,19,4,0.266,1,187.3,1.0
St. Jude General Hospital,Rural,250,11,5,18,1,0.271,0,171.1,1.3
Valley Health Infirmary,Rural,120,6,2,0,5,0.229,1,174.0,1.5
Valley Health Infirmary,Rural,120,10,4,18,3,0.156,1,212.4,1.0
Riverside Medical Center,Rural,120,4,6,6,2,0.122,0,248.8,1.0
St. Jude General Hospital,Rural,250,1,0,22,4,0.17,0,245.4,1.0
Valley Health Infirmary,Rural,120,7,6,10,4,0.265,1,180.5,1.1
Northside Community Hospital,Urban,200,2,6,4,1,0.32,0,139.9,1.9
Northside Community Hospital,Urban,200,9,4,16,2,0.219,1,183.0,1.0
Metro Care Hospital,Urban,350,3,3,10,4,0.204,1,152.0,1.6
St. Jude General Hospital,Rural,250,8,2,23,1,0.206,1,152.4,1.8
St. Jude General Hospital,Rural,250,8,0,7,5,0.205,0,208.0,1.0
Metro Care Hospital,Urban,350,3,5,9,4,0.264,1,160.3,1.5
Valley Health Infirmary,Rural,120,4,3,11,3,0.289,0,147.3,1.2
St. Jude General Hospital,Rural,250,2,5,9,3,0.29,1,173.9,1.7
Northside Community Hospital,Urban,200,4,1,12,3,0.269,1,150.0,1.7
Northside Community Hospital,Urban,200,11,2,17,3,0.221,1,174.1,1.0
Riverside Medical Center,Rural,120,11,3,9,4,0.339,1,161.2,1.0
St. Jude General Hospital,Rural,250,11,3,18,5,0.284,1,202.3,1.0
Valley Health Infirmary,Rural,120,9,5,19,3,0.218,1,220.6,1.0
Metro Care Hospital,Urban,350,2,0,16,3,0.209,0,180.4,1.0
Metro Care Hospital,Urban,350,12,1,19,2,0.276,1,175.1,1.0
Valley Health Infirmary,Rural,120,12,5,15,3,0.2,0,234.5,1.0
Riverside Medical Center,Rural,120,3,3,4,3,0.239,1,166.4,1.8
Metro Care Hospital,Urban,350,11,2,2,3,0.187,1,142.0,2.4
St. Jude General Hospital,Rural,250,11,3,14,1,0.313,1,114.9,2.3
Riverside Medical Center,Rural,120,4,4,1,4,0.24,1,184.6,1.0
St. Jude General Hospital,Rural,250,5,2,12,3,0.247,0,152.9,1.3
Northside Community Hospital,Urban,200,1,2,21,4,0.303,1,183.6,1.0
Riverside Medical Center,Rural,120,7,3,7,4,0.307,0,173.0,1.0
Metro Care Hospital,Urban,350,10,0,22,3,0.31,0,136.1,1.1
Riverside Medical Center,Rural,120,7,2,16,3,0.11,0,288.1,1.0
Riverside Medical Center,Rural,120,9,4,3,3,0.222,1,152.7,1.8
Riverside Medical Center,Rural,120,4,5,18,1,0.199,1,191.7,1.0
Riverside Medical Center,Rural,120,6,0,21,4,0.169,1,248.6,1.0
St. Jude General Hospital,Rural,250,11,0,8,1,0.329,0,105.2,3.4
Northside Community Hospital,Urban,200,2,0,22,3,0.288,1,174.3,1.2
Valley Health Infirmary,Rural,120,12,2,14,2,0.202,1,207.2,1.0
Riverside Medical Center,Rural,120,12,0,8,4,0.114,1,268.1,1.0
Metro Care Hospital,Urban,350,4,3,23,3,0.123,0,236.1,1.0
Riverside Medical Center,Rural,120,2,0,20,3,0.184,1,233.0,1.0
Metro Care Hospital,Urban,350,10,4,8,3,0.129,1,220.4,1.0
St. Jude General Hospital,Rural,250,5,1,13,4,0.26,0,159.6,1.0
Metro Care Hospital,Urban,350,7,4,22,2,0.23,1,157.4,1.7
Valley Health Infirmary,Rural,120,1,2,20,3,0.314,0,178.5,1.5
Northside Community Hospital,Urban,200,10,0,15,3,0.164,1,223.6,1.0
Metro Care Hospital,Urban,350,10,0,23,1,0.205,0,145.5,1.7
Metro Care Hospital,Urban,350,7,3,22,2,0.305,0,137.8,2.7
Northside Community Hospital,Urban,200,10,5,16,2,0.229,1,196.5,1.1
Valley Health Infirmary,Rural,120,6,0,12,1,0.134,1,207.1,1.0
Riverside Medical Center,Rural,120,6,6,8,3,0.145,1,225.6,1.0
Metro Care Hospital,Urban,350,12,4,14,1,0.269,1,161.8,1.8
Northside Community Hospital,Urban,200,8,2,6,3,0.267,1,166.4,2.1
St. Jude General Hospital,Rural,250,8,1,0,2,0.303,1,99.6,2.7
Northside Community Hospital,Urban,200,6,0,0,2,0.147,1,199.8,1.0
St. Jude General Hospital,Rural,250,3,1,4,5,0.295,1,177.8,1.0
Valley Health Infirmary,Rural,120,5,0,23,3,0.271,1,135.4,1.3
Riverside Medical Center,Rural,120,2,2,8,2,0.161,1,192.7,1.1
Northside Community Hospital,Urban,200,5,5,11,3,0.344,0,143.2,1.5
Metro Care Hospital,Urban,350,9,4,5,2,0.251,1,141.1,2.1
Valley Health Infirmary,Rural,120,10,2,12,1,0.329,0,92.1,4.0
Northside Community Hospital,Urban,200,1,1,7,1,0.279,1,113.8,2.2
Metro Care Hospital,Urban,350,10,0,14,5,0.197,1,210.0,1.0
Northside Community Hospital,Urban,200,5,1,5,4,0.243,1,159.8,1.2
St. Jude General Hospital,Rural,250,12,4,5,4,0.196,0,185.9,1.0
Northside Community Hospital,Urban,200,6,6,3,5,0.283,1,177.5,1.0
Northside Community Hospital,Urban,200,11,2,10,5,0.255,0,182.0,1.5
Northside Community Hospital,Urban,200,7,1,20,4,0.272,1,214.8,1.0
Valley Health Infirmary,Rural,120,9,1,17,3,0.123,1,270.3,1.0
Northside Community Hospital,Urban,200,6,4,2,3,0.278,0,150.5,1.7
Metro Care Hospital,Urban,350,5,6,2,2,0.193,1,149.1,1.5
St. Jude General Hospital,Rural,250,12,0,11,3,0.139,0,231.4,1.0
St. Jude General Hospital,Rural,250,7,6,20,3,0.286,1,182.0,1.0
Northside Community Hospital,Urban,200,1,1,20,5,0.109,1,331.2,1.0
Valley Health Infirmary,Rural,120,11,4,5,3,0.173,0,200.4,1.0
Valley Health Infirmary,Rural,120,5,0,20,3,0.167,0,233.6,1.0
Metro Care Hospital,Urban,350,2,6,5,3,0.191,1,200.9,1.2
Northside Community Hospital,Urban,200,4,6,7,2,0.194,1,167.5,1.3
St. Jude General Hospital,Rural,250,7,6,14,3,0.267,0,204.9,1.0
Valley Health Infirmary,Rural,120,5,5,17,3,0.281,0,195.2,1.0
Northside Community Hospital,Urban,200,12,0,19,3,0.166,1,245.6,1.0
Valley Health Infirmary,Rural,120,6,6,15,3,0.221,0,206.9,1.0
Valley Health Infirmary,Rural,120,2,5,5,2,0.129,1,267.4,1.0
St. Jude General Hospital,Rural,250,3,2,20,3,0.274,1,147.9,1.6
Riverside Medical Center,Rural,120,7,4,16,3,0.199,0,223.5,1.0
Metro Care Hospital,Urban,350,11,6,8,3,0.151,1,217.2,1.0
Metro Care Hospital,Urban,350,2,0,18,3,0.111,1,271.4,1.0
St. Jude General Hospital,Rural,250,12,5,17,1,0.165,1,212.3,1.0
Valley Health Infirmary,Rural,120,6,5,22,2,0.292,1,153.1,1.9
Northside Community Hospital,Urban,200,5,2,4,3,0.126,1,234.5,1.0
Valley Health Infirmary,Rural,120,10,3,5,3,0.179,1,157.9,1.0
St. Jude General Hospital,Rural,250,1,4,11,3,0.128,0,247.0,1.0
Metro Care Hospital,Urban,350,12,3,10,4,0.323,1,145.8,1.5
Valley Health Infirmary,Rural,120,11,0,15,2,0.282,1,144.3,1.9
Metro Care Hospital,Urban,350,10,4,19,1,0.174,0,146.6,1.6
Northside Community Hospital,Urban,200,11,2,16,3,0.168,1,204.5,1.0
Metro Care Hospital,Urban,350,4,0,19,3,0.317,1,161.3,1.6
Metro Care Hospital,Urban,350,11,4,8,3,0.164,1,172.4,1.5
Riverside Medical Center,Rural,120,2,4,0,4,0.314,0,180.2,1.0
Riverside Medical Center,Rural,120,4,3,2,4,0.185,1,187.3,1.0
Riverside Medical Center,Rural,120,1,0,20,2,0.11,1,299.4,1.0
Metro Care Hospital,Urban,350,2,2,22,5,0.244,1,223.9,1.0
St. Jude General Hospital,Rural,250,8,2,8,2,0.244,1,140.0,1.2
Metro Care Hospital,Urban,350,6,0,21,3,0.35,1,140.4,3.0
St. Jude General Hospital,Rural,250,2,0,18,3,0.275,1,188.6,1.0
St. Jude General Hospital,Rural,250,12,5,12,3,0.2,0,191.8,1.4
Riverside Medical Center,Rural,120,6,1,22,2,0.276,1,148.2,2.0
Valley Health Infirmary,Rural,120,10,3,13,3,0.308,0,150.6,1.8
Northside Community Hospital,Urban,200,9,0,19,3,0.238,1,197.4,1.3
Riverside Medical Center,Rural,120,7,0,18,2,0.165,1,220.5,1.0
Riverside Medical Center,Rural,120,9,1,22,1,0.168,0,199.5,1.0
Valley Health Infirmary,Rural,120,5,1,6,3,0.188,1,198.1,1.0
Northside Community Hospital,Urban,200,7,4,3,3,0.305,1,140.1,3.1
Metro Care Hospital,Urban,350,11,6,11,3,0.207,0,169.0,1.0
Metro Care Hospital,Urban,350,7,2,22,2,0.167,0,207.1,1.0
Riverside Medical Center,Rural,120,12,3,13,4,0.29,0,207.3,1.0
Northside Community Hospital,Urban,200,12,4,1,2,0.115,0,258.1,1.0
Riverside Medical Center,Rural,120,3,0,0,4,0.257,1,172.4,1.0
St. Jude General Hospital,Rural,250,7,1,17,3,0.304,1,158.1,1.3
Riverside Medical Center,Rural,120,1,5,19,3,0.187,0,245.6,1.0
Riverside Medical Center,Rural,120,9,2,7,4,0.182,1,210.4,1.0
Metro Care Hospital,Urban,350,10,4,2,2,0.233,1,135.7,1.9
Metro Care Hospital,Urban,350,6,5,5,2,0.285,1,119.8,2.7
Metro Care Hospital,Urban,350,5,2,21,3,0.239,0,182.3,1.0
St. Jude General Hospital,Rural,250,7,6,12,2,0.096,1,294.8,1.0
Metro Care Hospital,Urban,350,5,6,8,3,0.138,1,216.9,1.0
Northside Community Hospital,Urban,200,10,5,8,2,0.286,1,142.1,2.0
Valley Health Infirmary,Rural,120,5,1,19,4,0.212,1,203.5,1.0
Northside Community Hospital,Urban,200,11,4,8,3,0.3,0,125.3,2.2
Northside Community Hospital,Urban,200,10,4,14,1,0.269,1,142.6,2.3
Metro Care Hospital,Urban,350,11,6,12,4,0.254,1,157.0,1.5
Valley Health Infirmary,Rural,120,7,2,21,3,0.315,1,180.8,1.4
Valley Health Infirmary,Rural,120,10,5,15,3,0.125,1,271.2,1.0
Valley Health Infirmary,Rural,120,7,1,1,3,0.13,1,252.2,1.0
St. Jude General Hospital,Rural,250,11,0,13,3,0.264,1,140.1,2.4
Metro Care Hospital,Urban,350,3,4,5,3,0.135,1,183.1,1.0
Valley Health Infirmary,Rural,120,3,0,1,3,0.268,0,145.6,1.0
St. Jude General Hospital,Rural,250,10,1,7,2,0.346,1,107.5,2.7
Riverside Medical Center,Rural,120,12,6,3,5,0.304,1,186.8,1.1
Riverside Medical Center,Rural,120,3,4,20,4,0.256,1,174.3,1.4
St. Jude General Hospital,Rural,250,6,4,23,2,0.326,1,108.1,2.0
St. Jude General Hospital,Rural,250,12,5,13,4,0.118,1,298.4,1.0
Metro Care Hospital,Urban,350,6,0,10,3,0.225,1,154.8,1.0
Metro Care Hospital,Urban,350,3,6,23,2,0.219,1,149.6,1.9
Riverside Medical Center,Rural,120,3,5,13,2,0.197,0,168.2,1.3
Valley Health Infirmary,Rural,120,8,3,11,1,0.096,0,248.5,1.0
Riverside Medical Center,Rural,120,8,0,15,4,0.31,0,196.9,1.0
Valley Health Infirmary,Rural,120,7,0,5,3,0.287,1,157.2,1.8
Valley Health Infirmary,Rural,120,10,3,19,3,0.27,0,184.8,1.0
Metro Care Hospital,Urban,350,4,1,0,2,0.15,1,191.8,1.0
Northside Community Hospital,Urban,200,4,1,11,3,0.207,0,161.7,1.0
Northside Community Hospital,Urban,200,3,4,6,3,0.333,1,133.2,1.0
St. Jude General Hospital,Rural,250,5,2,7,4,0.262,1,163.6,1.7
Metro Care Hospital,Urban,350,3,5,8,5,0.259,1,171.3,1.5
Valley Health Infirmary,Rural,120,8,2,1,3,0.303,1,143.0,1.4
Northside Community Hospital,Urban,200,7,4,16,3,0.234,1,199.2,1.0
Valley Health Infirmary,Rural,120,3,2,19,3,0.257,1,178.5,1.0
Northside Community Hospital,Urban,200,9,0,12,4,0.2,1,175.4,1.0
Northside Community Hospital,Urban,200,12,0,4,2,0.194,1,171.2,1.7
Northside Community Hospital,Urban,200,5,3,9,3,0.278,1,125.6,2.0
Metro Care Hospital,Urban,350,9,3,11,4,0.194,1,172.7,1.0
Riverside Medical Center,Rural,120,7,4,16,1,0.236,1,153.8,1.8
Valley Health Infirmary,Rural,120,7,4,20,2,0.167,1,218.3,1.0
Metro Care Hospital,Urban,350,6,6,5,3,0.158,0,227.7,1.0
Metro Care Hospital,Urban,350,2,4,2,2,0.203,0,169.5,1.2
Metro Care Hospital,Urban,350,9,0,14,3,0.17,1,214.4,1.0
Metro Care Hospital,Urban,350,6,2,6,3,0.327,1,121.9,2.8
Metro Care Hospital,Urban,350,8,5,5,3,0.172,1,180.5,1.0
St. Jude General Hospital,Rural,250,1,6,3,2,0.24,1,172.8,1.2
Valley Health Infirmary,Rural,120,5,6,18,5,0.181,1,249.8,1.0
Metro Care Hospital,Urban,350,12,6,4,1,0.158,1,182.4,1.0
Valley Health Infirmary,Rural,120,1,4,2,4,0.189,1,217.3,1.0
St. Jude General Hospital,Rural,250,10,4,8,1,0.331,1,101.9,2.7
St. Jude General Hospital,Rural,250,11,0,5,3,0.21,1,158.0,1.0
Valley Health Infirmary,Rural,120,8,5,12,2,0.292,0,163.7,1.1
Northside Community Hospital,Urban,200,8,0,21,2,0.136,0,239.6,1.0
Riverside Medical Center,Rural,120,1,5,19,2,0.099,1,323.7,1.0
Northside Community Hospital,Urban,200,9,0,3,3,0.3,1,134.5,2.0
Northside Community Hospital,Urban,200,2,2,1,3,0.231,1,194.0,1.0
Northside Community Hospital,Urban,200,12,4,3,2,0.225,1,157.5,1.8
Metro Care Hospital,Urban,350,9,1,7,5,0.183,1,190.7,1.5
St. Jude General Hospital,Rural,250,1,1,12,2,0.098,1,267.6,1.0
Northside Community Hospital,Urban,200,12,4,9,3,0.215,0,191.3,1.1
St. Jude General Hospital,Rural,250,10,6,17,2,0.319,1,159.3,1.0
Valley Health Infirmary,Rural,120,9,4,8,3,0.148,1,205.8,1.0
Riverside Medical Center,Rural,120,4,4,0,4,0.334,0,159.8,2.1
Valley Health Infirmary,Rural,120,9,4,12,3,0.183,1,174.7,1.7
Valley Health Infirmary,Rural,120,7,6,17,2,0.215,1,213.4,1.0
Metro Care Hospital,Urban,350,11,5,14,2,0.135,1,235.3,1.0
Riverside Medical Center,Rural,120,6,2,1,4,0.218,1,183.8,1.8
Valley Health Infirmary,Rural,120,5,1,10,2,0.149,1,202.0,1.0
Valley Health Infirmary,Rural,120,11,3,13,3,0.131,1,227.5,1.0
Riverside Medical Center,Rural,120,9,1,21,2,0.342,1,145.5,1.5
Riverside Medical Center,Rural,120,2,1,14,2,0.253,0,215.8,1.0
Valley Health Infirmary,Rural,120,11,6,13,2,0.285,1,156.0,1.4
Riverside Medical Center,Rural,120,12,0,15,4,0.102,1,324.0,1.0
Valley Health Infirmary,Rural,120,2,4,22,4,0.308,1,198.0,1.0
Valley Health Infirmary,Rural,120,11,4,14,3,0.228,1,203.7,1.0
Metro Care Hospital,Urban,350,12,4,18,2,0.29,1,152.8,1.8
Northside Community Hospital,Urban,200,9,0,8,3,0.123,0,252.4,1.0
Valley Health Infirmary,Rural,120,12,6,4,3,0.168,1,242.9,1.0
St. Jude General Hospital,Rural,250,3,2,4,3,0.349,1,104.5,2.4
Northside Community Hospital,Urban,200,8,2,10,1,0.191,1,165.9,2.2
Northside Community Hospital,Urban,200,11,6,19,5,0.324,1,173.7,1.0
Northside Community Hospital,Urban,200,9,3,23,3,0.195,1,168.9,1.3
Metro Care Hospital,Urban,350,8,2,3,5,0.223,1,198.2,1.0
Valley Health Infirmary,Rural,120,4,6,19,1,0.316,1,125.3,2.3
Metro Care Hospital,Urban,350,12,2,17,2,0.237,1,198.8,1.0
Valley Health Infirmary,Rural,120,1,4,2,2,0.262,1,170.6,1.0
Metro Care Hospital,Urban,350,4,5,3,4,0.173,1,193.0,1.1
Metro Care Hospital,Urban,350,9,6,13,3,0.156,1,220.4,1.0
St. Jude General Hospital,Rural,250,2,1,6,4,0.158,0,207.2,1.0
Metro Care Hospital,Urban,350,3,2,7,4,0.233,1,146.6,1.1
Riverside Medical Center,Rural,120,10,2,23,3,0.304,0,123.5,2.2
St. Jude General Hospital,Rural,250,8,0,15,3,0.172,0,194.4,2.0
Metro Care Hospital,Urban,350,6,3,19,4,0.25,1,173.6,1.0
Northside Community Hospital,Urban,200,8,5,14,3,0.281,0,192.2,1.2
Riverside Medical Center,Rural,120,7,0,6,3,0.148,1,223.9,1.0
Riverside Medical Center,Rural,120,5,4,16,3,0.323,0,162.8,1.2
Riverside Medical Center,Rural,120,9,1,21,4,0.339,1,173.6,1.7
St. Jude General Hospital,Rural,250,4,3,21,3,0.129,0,231.6,1.0
Metro Care Hospital,Urban,350,6,0,21,5,0.134,0,256.7,1.0
Metro Care Hospital,Urban,350,2,6,11,1,0.12,1,197.6,1.0
Northside Community Hospital,Urban,200,2,2,17,3,0.264,1,204.9,1.0
Northside Community Hospital,Urban,200,2,2,23,2,0.148,1,213.9,1.0
Riverside Medical Center,Rural,120,10,3,13,2,0.287,0,130.7,2.0
Northside Community Hospital,Urban,200,7,2,14,4,0.201,1,229.2,1.0
St. Jude General Hospital,Rural,250,2,6,14,5,0.28,1,238.4,1.0
Metro Care Hospital,Urban,350,12,0,4,4,0.276,0,162.0,1.1
Riverside Medical Center,Rural,120,2,0,15,5,0.329,1,210.6,1.0
Northside Community Hospital,Urban,200,9,2,4,2,0.178,1,187.2,1.8
St. Jude General Hospital,Rural,250,7,2,1,2,0.16,1,180.2,1.4
St. Jude General Hospital,Rural,250,11,4,19,3,0.127,1,266.5,1.0
Northside Community Hospital,Urban,200,3,1,8,4,0.214,1,174.5,1.0
Metro Care Hospital,Urban,350,3,3,21,1,0.226,1,118.9,2.4
Northside Community Hospital,Urban,200,7,0,8,5,0.314,1,172.9,2.1
Riverside Medical Center,Rural,120,5,3,3,3,0.311,1,134.6,1.5
Northside Community Hospital,Urban,200,10,4,14,5,0.158,1,236.0,1.0
St. Jude General Hospital,Rural,250,6,0,10,3,0.304,1,129.3,2.3
Northside Community Hospital,Urban,200,12,4,0,3,0.15,1,219.9,1.0
Metro Care Hospital,Urban,350,8,4,17,4,0.118,1,298.4,1.0
Valley Health Infirmary,Rural,120,9,5,0,4,0.313,1,180.2,1.8
Northside Community Hospital,Urban,200,1,2,7,2,0.324,0,125.2,1.6
Metro Care Hospital,Urban,350,3,6,15,5,0.14,1,262.1,1.0
Metro Care Hospital,Urban,350,11,5,21,4,0.307,1,188.4,1.0
St. Jude General Hospital,Rural,250,7,3,17,1,0.288,1,153.7,1.0
Metro Care Hospital,Urban,350,6,6,21,2,0.147,1,215.4,1.0
Metro Care Hospital,Urban,350,7,3,8,3,0.17,1,180.8,1.0
Metro Care Hospital,Urban,350,8,2,11,3,0.259,1,143.1,1.7
Metro Care Hospital,Urban,350,6,6,18,4,0.306,1,180.2,1.1
Riverside Medical Center,Rural,120,3,5,17,1,0.201,1,195.0,1.0
Riverside Medical Center,Rural,120,2,3,4,3,0.126,1,265.9,1.0
St. Jude General Hospital,Rural,250,12,5,1,3,0.249,0,170.2,1.6
Northside Community Hospital,Urban,200,7,2,6,2,0.267,1,134.8,1.5
Metro Care Hospital,Urban,350,12,6,9,3,0.206,1,167.7,1.2
Northside Community Hospital,Urban,200,12,6,14,2,0.123,1,278.1,1.0
Northside Community Hospital,Urban,200,12,0,6,2,0.28,1,130.7,2.4
St. Jude General Hospital,Rural,250,11,4,4,3,0.268,0,130.9,1.3
Metro Care Hospital,Urban,350,1,4,14,5,0.307,1,211.7,1.0
Metro Care Hospital,Urban,350,3,5,19,2,0.335,1,145.2,1.9
Valley Health Infirmary,Rural,120,12,6,19,3,0.278,1,213.5,1.0
Northside Community Hospital,Urban,200,11,3,14,2,0.34,0,136.4,2.5
Northside Community Hospital,Urban,200,4,5,9,2,0.339,1,143.4,2.2
Riverside Medical Center,Rural,120,1,5,23,3,0.251,0,185.3,1.1
Valley Health Infirmary,Rural,120,5,1,13,4,0.287,1,161.7,1.0
Riverside Medical Center,Rural,120,10,6,9,1,0.281,1,132.8,2.3
Riverside Medical Center,Rural,120,3,4,16,5,0.263,0,202.6,1.1
Riverside Medical Center,Rural,120,2,6,20,1,0.109,1,314.6,1.0
St. Jude General Hospital,Rural,250,3,2,13,4,0.202,1,166.0,1.9
St. Jude General Hospital,Rural,250,8,5,1,4,0.126,1,242.5,1.0
Riverside Medical Center,Rural,120,6,1,15,3,0.189,1,209.3,1.0
Valley Health Infirmary,Rural,120,7,1,12,2,0.114,1,237.9,1.0
Northside Community Hospital,Urban,200,12,4,8,3,0.312,1,126.5,1.7
Valley Health Infirmary,Rural,120,6,4,6,3,0.224,1,170.5,1.7
Metro Care Hospital,Urban,350,6,4,15,4,0.164,1,224.1,1.0
St. Jude General Hospital,Rural,250,12,2,9,3,0.223,1,191.2,1.0
Northside Community Hospital,Urban,200,3,1,23,3,0.165,0,185.3,1.0
Northside Community Hospital,Urban,200,12,3,21,4,0.266,1,184.2,1.0
Metro Care Hospital,Urban,350,8,2,8,5,0.166,1,207.8,1.0
Metro Care Hospital,Urban,350,12,0,21,3,0.172,1,199.0,1.0
Riverside Medical Center,Rural,120,7,5,22,4,0.296,0,225.6,1.0
St. Jude General Hospital,Rural,250,7,4,6,3,0.229,1,175.4,1.5
St. Jude General Hospital,Rural,250,6,1,15,3,0.324,0,166.1,2.1
Valley Health Infirmary,Rural,120,5,5,8,3,0.215,1,192.8,1.0
Riverside Medical Center,Rural,120,10,6,23,4,0.199,1,190.7,1.0
Riverside Medical Center,Rural,120,8,2,16,3,0.225,1,195.6,1.0
Riverside Medical Center,Rural,120,5,0,19,3,0.134,1,260.1,1.0
Riverside Medical Center,Rural,120,9,6,6,3,0.155,1,200.5,1.0
St. Jude General Hospital,Rural,250,9,2,10,3,0.17,1,189.5,1.6
St. Jude General Hospital,Rural,250,1,2,7,3,0.282,0,167.1,1.1
Riverside Medical Center,Rural,120,6,3,6,4,0.289,1,186.5,1.1
