hospital_name,region,facility_size_beds,month,day_of_week,visithour,urgency_level,nurse_to_patient_ratio,specialist_availability,wait_time,patient_satisfaction
St. Mary’s Regional Health,Rural,17,3,0,13,1,0.25,2,243,1
Northside Community Hospital,Rural,14,8,2,0,1,0.25,0,200,1
Northside Community Hospital,Rural,22,2,6,20,4,0.5,0,18,4
Springfield General Hospital,Urban,180,2,5,8,2,0.25,5,56,3
Riverside Medical Center,Urban,158,1,5,22,4,1.0,3,15,4
Northside Community Hospital,Rural,20,8,1,7,4,0.5,3,32,4
Summit Health Center,Urban,181,6,1,7,4,1.0,3,20,4
Riverside Medical Center,Urban,92,11,2,13,2,0.3333333333333333,3,76,3
Springfield General Hospital,Urban,111,4,3,7,1,0.25,8,98,1
Springfield General Hospital,Urban,117,4,4,15,3,0.3333333333333333,5,43,3
Springfield General Hospital,Urban,109,8,1,23,3,0.3333333333333333,9,23,5
Northside Community Hospital,Rural,36,6,6,23,1,0.25,2,158,1
Riverside Medical Center,Urban,198,3,2,6,1,0.2,8,179,1
St. Mary’s Regional Health,Rural,12,4,1,23,2,0.3333333333333333,0,75,2
Northside Community Hospital,Rural,50,4,3,19,3,0.25,0,49,3
Riverside Medical Center,Urban,151,11,1,9,3,0.25,3,52,3
Springfield General Hospital,Urban,129,9,1,14,3,0.3333333333333333,2,20,4
Springfield General Hospital,Urban,97,10,2,1,2,0.25,3,71,2
Northside Community Hospital,Rural,23,1,5,0,3,0.25,1,48,3
St. Mary’s Regional Health,Rural,12,2,2,7,4,1.0,3,15,4
Springfield General Hospital,Urban,107,5,4,2,1,0.25,4,187,1
Summit Health Center,Urban,166,11,5,10,4,0.5,2,16,5
Northside Community Hospital,Rural,18,8,1,11,3,0.3333333333333333,3,25,4
St. Mary’s Regional Health,Rural,12,7,1,21,1,0.25,1,222,1
Northside Community Hospital,Rural,35,10,1,7,1,0.25,2,97,1
Springfield General Hospital,Urban,60,9,0,22,3,0.25,3,54,3
Summit Health Center,Urban,79,12,6,22,4,1.0,5,23,5
Northside Community Hospital,Rural,12,8,6,9,3,0.25,3,34,4
Northside Community Hospital,Rural,49,3,2,14,4,1.0,1,12,4
Riverside Medical Center,Urban,104,11,5,6,3,0.3333333333333333,4,24,4
Northside Community Hospital,Rural,42,1,0,11,3,0.25,0,74,2
St. Mary’s Regional Health,Rural,19,10,0,6,2,0.25,1,69,2
Summit Health Center,Urban,89,11,6,8,2,0.25,4,50,3
Springfield General Hospital,Urban,70,7,3,15,4,1.0,9,15,4
St. Mary’s Regional Health,Rural,46,3,2,2,1,0.2,3,207,1
Northside Community Hospital,Rural,20,7,3,21,4,0.5,2,13,4
Riverside Medical Center,Urban,141,3,4,4,1,0.25,10,154,1
Springfield General Hospital,Urban,172,7,4,11,4,0.5,6,19,4
Northside Community Hospital,Rural,27,1,1,22,4,0.5,1,28,4
Springfield General Hospital,Urban,155,2,5,13,2,0.3333333333333333,2,67,2
Summit Health Center,Urban,147,9,2,6,4,1.0,5,11,5
Riverside Medical Center,Urban,162,8,6,6,1,0.2,8,155,1
Summit Health Center,Urban,103,1,0,7,4,0.5,10,30,4
Northside Community Hospital,Rural,39,2,5,5,2,0.25,1,112,1
Riverside Medical Center,Urban,52,6,0,6,3,0.25,4,61,3
Northside Community Hospital,Rural,35,6,2,13,2,0.25,1,131,1
Springfield General Hospital,Urban,110,11,4,0,2,0.25,6,74,2
Springfield General Hospital,Urban,58,12,6,3,1,0.2,2,131,1
Springfield General Hospital,Urban,84,10,4,2,1,0.2,1,127,1
Riverside Medical Center,Urban,138,8,3,18,2,0.3333333333333333,1,109,2
Northside Community Hospital,Rural,50,6,3,0,4,0.5,2,12,5
Northside Community Hospital,Rural,46,6,6,22,3,0.25,3,33,4
St. Mary’s Regional Health,Rural,11,1,2,20,4,1.0,0,28,4
St. Mary’s Regional Health,Rural,33,9,4,12,2,0.25,0,94,2
Northside Community Hospital,Rural,43,4,0,12,1,0.2,2,145,1
Riverside Medical Center,Urban,81,11,3,16,2,0.25,8,38,4
Summit Health Center,Urban,155,5,0,13,2,0.25,6,80,2
Springfield General Hospital,Urban,71,4,1,18,2,0.3333333333333333,8,117,1
Northside Community Hospital,Rural,47,1,2,22,4,0.5,0,13,5
St. Mary’s Regional Health,Rural,32,7,0,0,1,0.25,3,236,1
Northside Community Hospital,Rural,35,4,1,14,1,0.25,1,144,1
Springfield General Hospital,Urban,196,10,6,12,2,0.25,1,73,3
Summit Health Center,Urban,119,5,4,10,4,1.0,3,21,4
Springfield General Hospital,Urban,78,9,5,16,3,0.3333333333333333,6,20,5
Riverside Medical Center,Urban,69,8,5,12,2,0.25,1,134,1
Riverside Medical Center,Urban,103,2,3,11,1,0.2,10,219,1
Northside Community Hospital,Rural,25,11,3,19,3,0.3333333333333333,2,32,4
St. Mary’s Regional Health,Rural,47,9,5,0,1,0.25,3,88,2
Riverside Medical Center,Urban,160,4,5,16,2,0.25,9,107,2
Summit Health Center,Urban,188,7,5,2,3,0.3333333333333333,10,45,4
St. Mary’s Regional Health,Rural,19,10,2,6,1,0.25,3,140,1
Summit Health Center,Urban,155,2,5,18,2,0.3333333333333333,7,99,2
Summit Health Center,Urban,152,7,1,16,2,0.3333333333333333,9,100,2
Northside Community Hospital,Rural,24,11,5,20,3,0.25,3,32,4
St. Mary’s Regional Health,Rural,27,6,5,4,2,0.3333333333333333,0,113,1
St. Mary’s Regional Health,Rural,32,6,3,0,2,0.3333333333333333,0,101,2
St. Mary’s Regional Health,Rural,17,4,5,20,3,0.25,1,17,4
Northside Community Hospital,Rural,21,10,2,7,3,0.25,2,33,4
Northside Community Hospital,Rural,50,8,3,15,2,0.25,2,152,1
Springfield General Hospital,Urban,63,7,0,12,4,0.5,4,21,4
Springfield General Hospital,Urban,188,10,2,2,1,0.2,8,147,1
Springfield General Hospital,Urban,183,8,4,15,3,0.25,2,79,2
St. Mary’s Regional Health,Rural,49,2,0,7,2,0.25,2,186,1
Riverside Medical Center,Urban,134,5,5,23,2,0.3333333333333333,4,49,4
Riverside Medical Center,Urban,86,6,5,0,3,0.25,5,43,3
Northside Community Hospital,Rural,18,12,0,5,1,0.25,1,295,1
Summit Health Center,Urban,195,11,0,12,2,0.3333333333333333,3,89,3
Springfield General Hospital,Urban,138,2,1,18,4,0.5,5,27,4
Springfield General Hospital,Urban,165,8,5,4,2,0.3333333333333333,10,116,1
Riverside Medical Center,Urban,93,5,6,19,1,0.2,6,191,1
Northside Community Hospital,Rural,10,9,4,15,4,0.5,2,19,5
Northside Community Hospital,Rural,30,9,2,15,3,0.3333333333333333,0,25,4
St. Mary’s Regional Health,Rural,33,3,1,7,4,1.0,0,17,5
Summit Health Center,Urban,97,1,0,14,3,0.3333333333333333,9,62,3
St. Mary’s Regional Health,Rural,24,10,1,5,1,0.2,3,205,1
Summit Health Center,Urban,159,5,5,16,2,0.25,3,76,2
Springfield General Hospital,Urban,82,1,6,15,1,0.2,7,206,1
Riverside Medical Center,Urban,184,7,0,13,2,0.3333333333333333,3,164,1
Northside Community Hospital,Rural,40,11,3,14,2,0.25,1,100,2
Riverside Medical Center,Urban,154,3,3,4,1,0.2,2,130,1
Springfield General Hospital,Urban,90,3,4,12,3,0.3333333333333333,8,48,3
St. Mary’s Regional Health,Rural,34,2,4,3,1,0.25,1,273,1
Springfield General Hospital,Urban,152,2,3,17,3,0.3333333333333333,8,38,4
St. Mary’s Regional Health,Rural,23,1,5,10,3,0.3333333333333333,1,60,3
Springfield General Hospital,Urban,154,8,5,7,2,0.25,7,77,3
Riverside Medical Center,Urban,184,4,4,2,3,0.3333333333333333,1,29,4
St. Mary’s Regional Health,Rural,15,11,0,2,1,0.25,1,147,1
Northside Community Hospital,Rural,45,7,1,0,2,0.3333333333333333,3,78,2
Summit Health Center,Urban,67,8,6,12,4,0.5,9,22,4
Springfield General Hospital,Urban,146,9,4,21,4,0.5,8,12,4
Northside Community Hospital,Rural,38,6,0,16,4,1.0,3,24,4
St. Mary’s Regional Health,Rural,24,7,5,21,3,0.25,3,33,3
Northside Community Hospital,Rural,23,11,2,2,2,0.25,3,129,1
Riverside Medical Center,Urban,135,4,4,9,2,0.3333333333333333,1,73,2
Springfield General Hospital,Urban,168,10,6,12,2,0.25,9,77,2
Springfield General Hospital,Urban,86,11,4,16,1,0.2,9,122,1
St. Mary’s Regional Health,Rural,16,3,6,8,1,0.2,1,84,2
Northside Community Hospital,Rural,23,10,2,12,3,0.25,0,35,4
Riverside Medical Center,Urban,98,6,6,12,2,0.3333333333333333,7,78,2
Summit Health Center,Urban,161,4,4,23,3,0.25,4,31,4
Summit Health Center,Urban,52,2,0,1,1,0.2,3,442,1
Northside Community Hospital,Rural,44,3,2,5,4,0.5,1,14,5
Summit Health Center,Urban,71,6,1,4,3,0.25,5,54,3
St. Mary’s Regional Health,Rural,39,5,5,23,2,0.3333333333333333,2,67,3
Northside Community Hospital,Rural,40,11,3,0,3,0.25,2,35,3
Riverside Medical Center,Urban,135,5,4,3,4,0.5,8,16,5
Riverside Medical Center,Urban,132,8,2,11,4,0.5,3,23,5
Summit Health Center,Urban,149,6,5,5,2,0.3333333333333333,4,127,1
Summit Health Center,Urban,86,12,3,2,1,0.25,8,134,1
St. Mary’s Regional Health,Rural,18,6,1,8,2,0.25,3,143,1
Northside Community Hospital,Rural,31,7,6,8,4,1.0,0,15,4
Summit Health Center,Urban,177,1,5,14,3,0.3333333333333333,2,35,3
St. Mary’s Regional Health,Rural,46,2,3,9,2,0.25,2,67,3
Summit Health Center,Urban,74,9,6,17,1,0.25,4,106,2
Riverside Medical Center,Urban,160,11,6,6,1,0.2,2,100,2
Northside Community Hospital,Rural,16,12,4,23,3,0.25,0,73,2
Northside Community Hospital,Rural,44,8,4,19,3,0.25,0,60,3
Riverside Medical Center,Urban,189,7,3,2,1,0.2,10,104,1
Riverside Medical Center,Urban,139,9,5,12,2,0.25,9,71,3
Springfield General Hospital,Urban,51,8,3,11,2,0.25,2,152,1
St. Mary’s Regional Health,Rural,35,9,0,2,3,0.25,0,38,4
Summit Health Center,Urban,162,8,4,7,1,0.25,9,240,1
Northside Community Hospital,Rural,50,5,4,10,3,0.25,3,43,3
St. Mary’s Regional Health,Rural,16,10,5,0,1,0.25,0,102,1
Springfield General Hospital,Urban,193,6,0,5,3,0.25,1,72,3
Northside Community Hospital,Rural,47,2,6,9,2,0.25,2,99,1
Riverside Medical Center,Urban,129,1,5,7,2,0.3333333333333333,10,83,2
Riverside Medical Center,Urban,81,8,1,0,3,0.25,6,34,4
Riverside Medical Center,Urban,198,6,0,17,2,0.3333333333333333,10,116,1
Summit Health Center,Urban,199,4,2,21,2,0.3333333333333333,5,39,4
Northside Community Hospital,Rural,42,6,1,6,1,0.2,2,198,1
Summit Health Center,Urban,146,5,5,2,2,0.25,9,87,2
Northside Community Hospital,Rural,11,9,6,9,4,0.5,3,10,5
Springfield General Hospital,Urban,90,9,3,17,2,0.3333333333333333,1,68,2
Northside Community Hospital,Rural,35,6,5,0,4,1.0,0,8,5
Springfield General Hospital,Urban,96,5,6,1,3,0.25,4,25,4
Springfield General Hospital,Urban,106,5,4,3,1,0.25,2,176,1
St. Mary’s Regional Health,Rural,33,1,2,19,3,0.3333333333333333,0,58,3
Springfield General Hospital,Urban,169,7,1,8,2,0.25,8,148,1
Springfield General Hospital,Urban,58,6,3,13,1,0.25,1,117,1
Springfield General Hospital,Urban,110,5,3,1,3,0.3333333333333333,1,38,3
Springfield General Hospital,Urban,136,5,6,2,1,0.25,8,91,2
St. Mary’s Regional Health,Rural,18,8,1,17,1,0.2,1,117,1
Riverside Medical Center,Urban,102,12,4,9,1,0.2,7,265,1
St. Mary’s Regional Health,Rural,43,12,1,13,3,0.25,0,78,3
Summit Health Center,Urban,163,3,2,8,3,0.3333333333333333,9,22,4
Springfield General Hospital,Urban,139,6,4,9,3,0.3333333333333333,4,66,3
Springfield General Hospital,Urban,55,11,5,7,2,0.25,10,110,2
Summit Health Center,Urban,129,6,6,1,4,1.0,9,12,5
Summit Health Center,Urban,171,6,1,8,1,0.25,5,188,1
Summit Health Center,Urban,151,5,6,10,4,0.5,8,19,4
St. Mary’s Regional Health,Rural,24,10,6,2,3,0.3333333333333333,2,23,5
Summit Health Center,Urban,62,10,1,13,3,0.25,5,31,4
Springfield General Hospital,Urban,176,6,4,11,3,0.25,9,48,4
Riverside Medical Center,Urban,135,6,5,11,2,0.3333333333333333,1,67,3
Riverside Medical Center,Urban,198,4,0,5,1,0.25,8,253,1
St. Mary’s Regional Health,Rural,17,4,3,9,2,0.3333333333333333,3,63,2
Riverside Medical Center,Urban,145,6,4,3,4,1.0,5,30,4
Springfield General Hospital,Urban,101,7,6,14,1,0.25,10,140,1
Summit Health Center,Urban,153,9,0,22,3,0.3333333333333333,8,21,4
Springfield General Hospital,Urban,198,10,4,21,2,0.25,8,148,1
Springfield General Hospital,Urban,142,2,4,7,2,0.25,4,123,1
St. Mary’s Regional Health,Rural,35,1,5,15,1,0.25,3,185,1
Summit Health Center,Urban,160,3,5,3,2,0.3333333333333333,10,59,3
Springfield General Hospital,Urban,108,4,4,7,2,0.3333333333333333,10,92,2
Northside Community Hospital,Rural,13,5,4,15,3,0.25,0,38,3
Springfield General Hospital,Urban,73,9,6,5,1,0.25,5,88,2
Springfield General Hospital,Urban,188,9,4,5,3,0.25,8,34,4
Riverside Medical Center,Urban,146,3,3,3,4,1.0,9,14,4
Northside Community Hospital,Rural,13,8,5,5,2,0.3333333333333333,1,65,3
Summit Health Center,Urban,119,9,2,20,4,0.5,3,11,5
St. Mary’s Regional Health,Rural,23,9,4,22,4,1.0,3,16,5
Riverside Medical Center,Urban,144,2,2,13,2,0.25,10,149,1
Summit Health Center,Urban,128,9,4,20,2,0.3333333333333333,5,89,2
Summit Health Center,Urban,87,10,6,2,2,0.3333333333333333,8,86,3
Riverside Medical Center,Urban,147,4,5,12,4,0.5,8,23,4
Northside Community Hospital,Rural,45,5,5,7,4,0.5,2,13,4
Northside Community Hospital,Rural,20,7,0,2,2,0.3333333333333333,0,75,3
Summit Health Center,Urban,139,9,4,13,4,0.5,2,9,5
Springfield General Hospital,Urban,52,2,0,13,1,0.25,2,255,1
Summit Health Center,Urban,148,1,0,21,1,0.25,3,193,1
Summit Health Center,Urban,113,1,2,2,4,0.5,1,29,4
Springfield General Hospital,Urban,140,9,1,15,4,1.0,7,16,5
Summit Health Center,Urban,56,3,4,1,2,0.3333333333333333,5,68,3
Summit Health Center,Urban,169,7,1,12,3,0.25,5,50,3
St. Mary’s Regional Health,Rural,49,10,1,5,4,0.5,1,11,5
Northside Community Hospital,Rural,49,8,1,10,4,0.5,1,17,5
Riverside Medical Center,Urban,174,3,3,20,2,0.3333333333333333,3,100,2
Northside Community Hospital,Rural,35,5,4,3,4,0.5,3,32,4
Summit Health Center,Urban,53,11,1,18,2,0.3333333333333333,6,78,2
Northside Community Hospital,Rural,21,5,1,6,1,0.2,0,152,1
St. Mary’s Regional Health,Rural,20,6,6,20,2,0.3333333333333333,0,83,3
Northside Community Hospital,Rural,34,10,0,7,3,0.3333333333333333,2,18,4
Summit Health Center,Urban,95,10,4,9,4,0.5,10,17,5
Springfield General Hospital,Urban,112,12,2,15,1,0.2,10,130,1
Riverside Medical Center,Urban,92,7,5,9,2,0.3333333333333333,10,116,1
Springfield General Hospital,Urban,144,1,3,4,3,0.25,2,36,3
Summit Health Center,Urban,51,2,3,19,2,0.25,7,85,2
St. Mary’s Regional Health,Rural,22,5,3,0,3,0.3333333333333333,3,22,4
Springfield General Hospital,Urban,102,5,6,17,3,0.3333333333333333,7,31,4
Northside Community Hospital,Rural,23,1,2,4,1,0.25,0,212,1
St. Mary’s Regional Health,Rural,29,5,0,22,2,0.3333333333333333,2,71,2
Springfield General Hospital,Urban,66,10,2,18,4,1.0,6,11,5
Summit Health Center,Urban,151,12,1,15,3,0.25,10,29,4
St. Mary’s Regional Health,Rural,33,11,4,15,3,0.3333333333333333,0,23,4
Riverside Medical Center,Urban,67,11,6,10,2,0.3333333333333333,9,62,3
Springfield General Hospital,Urban,146,12,3,3,3,0.3333333333333333,1,52,4
St. Mary’s Regional Health,Rural,43,11,4,12,4,1.0,0,13,5
Summit Health Center,Urban,112,10,6,11,3,0.25,10,31,4
St. Mary’s Regional Health,Rural,16,8,3,23,3,0.25,3,56,3
St. Mary’s Regional Health,Rural,15,4,0,12,1,0.25,0,228,1
Summit Health Center,Urban,170,11,2,3,3,0.3333333333333333,2,37,4
Northside Community Hospital,Rural,36,6,3,11,3,0.3333333333333333,2,42,4
Northside Community Hospital,Rural,22,11,5,11,3,0.25,3,31,4
St. Mary’s Regional Health,Rural,36,7,6,3,2,0.3333333333333333,0,50,4
St. Mary’s Regional Health,Rural,50,8,0,22,1,0.2,0,192,1
Springfield General Hospital,Urban,63,10,2,13,4,0.5,3,9,4
Summit Health Center,Urban,53,2,1,7,3,0.25,4,70,2
Springfield General Hospital,Urban,156,5,3,23,3,0.3333333333333333,3,32,4
St. Mary’s Regional Health,Rural,29,7,2,15,2,0.25,3,133,1
Riverside Medical Center,Urban,114,6,0,11,4,1.0,8,28,4
Northside Community Hospital,Rural,13,8,0,18,3,0.3333333333333333,2,65,3
Northside Community Hospital,Rural,33,2,0,6,3,0.3333333333333333,3,26,4
Riverside Medical Center,Urban,166,11,0,8,4,0.5,9,13,4
Summit Health Center,Urban,82,6,3,13,1,0.2,4,155,1
Springfield General Hospital,Urban,83,5,4,4,3,0.3333333333333333,1,56,3
Summit Health Center,Urban,65,12,2,21,3,0.3333333333333333,6,43,3
Northside Community Hospital,Rural,12,1,2,0,3,0.3333333333333333,1,49,4
St. Mary’s Regional Health,Rural,48,3,6,9,4,0.5,1,11,5
Summit Health Center,Urban,182,12,6,8,2,0.25,6,86,2
St. Mary’s Regional Health,Rural,14,6,4,7,3,0.25,3,58,3
Northside Community Hospital,Rural,47,9,3,6,3,0.25,1,33,4
Riverside Medical Center,Urban,88,9,4,14,2,0.3333333333333333,9,60,3
Springfield General Hospital,Urban,166,2,1,5,3,0.25,4,54,3
Springfield General Hospital,Urban,151,11,4,23,4,1.0,7,10,4
St. Mary’s Regional Health,Rural,49,10,0,14,1,0.2,1,204,1
Springfield General Hospital,Urban,62,4,3,14,1,0.2,9,148,1
Northside Community Hospital,Rural,31,8,0,21,1,0.2,1,291,1
Northside Community Hospital,Rural,40,8,0,9,2,0.25,3,220,1
Northside Community Hospital,Rural,12,11,5,15,3,0.25,3,48,3
Riverside Medical Center,Urban,187,8,6,6,2,0.3333333333333333,2,43,4
Springfield General Hospital,Urban,107,7,2,19,2,0.3333333333333333,3,90,2
St. Mary’s Regional Health,Rural,31,2,0,15,3,0.25,3,87,3
Summit Health Center,Urban,166,8,1,20,1,0.2,3,162,1
St. Mary’s Regional Health,Rural,50,1,1,10,2,0.3333333333333333,3,116,2
Springfield General Hospital,Urban,116,8,5,8,1,0.2,1,117,1
Summit Health Center,Urban,125,12,5,7,4,0.5,1,12,5
St. Mary’s Regional Health,Rural,28,3,4,8,1,0.2,2,137,1
Summit Health Center,Urban,67,11,3,3,2,0.3333333333333333,2,90,2
Summit Health Center,Urban,158,1,3,4,1,0.2,10,157,1
Riverside Medical Center,Urban,106,6,5,15,4,1.0,4,14,5
Northside Community Hospital,Rural,38,11,1,8,1,0.2,1,156,1
St. Mary’s Regional Health,Rural,21,7,3,7,2,0.3333333333333333,1,56,3
Summit Health Center,Urban,167,3,1,0,1,0.25,8,104,2
Northside Community Hospital,Rural,18,1,6,15,2,0.3333333333333333,1,63,3
Northside Community Hospital,Rural,40,1,1,5,4,0.5,1,46,4
Northside Community Hospital,Rural,23,5,6,0,3,0.3333333333333333,3,21,5
Summit Health Center,Urban,159,5,2,2,3,0.3333333333333333,8,50,3
St. Mary’s Regional Health,Rural,15,12,1,4,2,0.25,1,157,1
Springfield General Hospital,Urban,87,6,1,9,3,0.3333333333333333,7,39,4
St. Mary’s Regional Health,Rural,34,12,1,22,3,0.25,0,71,3
Riverside Medical Center,Urban,166,4,2,6,3,0.25,8,21,4
Northside Community Hospital,Rural,24,9,5,23,4,0.5,2,21,4
St. Mary’s Regional Health,Rural,37,6,3,15,4,0.5,1,21,4
Riverside Medical Center,Urban,191,2,5,13,4,0.5,4,14,5
Northside Community Hospital,Rural,22,1,3,7,3,0.3333333333333333,1,63,3
St. Mary’s Regional Health,Rural,22,6,6,14,4,0.5,2,26,4
St. Mary’s Regional Health,Rural,15,7,1,18,1,0.25,3,116,1
Summit Health Center,Urban,99,1,1,10,2,0.3333333333333333,5,144,1
Springfield General Hospital,Urban,115,4,0,14,4,0.5,4,19,5
St. Mary’s Regional Health,Rural,31,12,4,16,2,0.3333333333333333,0,134,1
Springfield General Hospital,Urban,103,6,5,1,4,0.5,10,22,4
St. Mary’s Regional Health,Rural,34,9,4,21,2,0.25,1,87,3
Northside Community Hospital,Rural,32,8,6,4,4,0.5,3,17,4
Springfield General Hospital,Urban,157,9,3,21,4,0.5,6,14,5
Riverside Medical Center,Urban,60,2,5,4,3,0.3333333333333333,4,45,3
Riverside Medical Center,Urban,161,8,5,19,1,0.2,10,150,1
St. Mary’s Regional Health,Rural,42,3,4,14,2,0.25,0,84,2
St. Mary’s Regional Health,Rural,45,11,5,2,2,0.25,0,100,2
Riverside Medical Center,Urban,91,11,1,0,3,0.3333333333333333,9,36,4
Springfield General Hospital,Urban,54,1,0,10,4,0.5,9,28,4
Riverside Medical Center,Urban,157,7,2,15,3,0.3333333333333333,6,40,3
St. Mary’s Regional Health,Rural,20,3,5,9,1,0.25,0,135,1
Springfield General Hospital,Urban,150,1,0,0,3,0.25,6,89,2
Riverside Medical Center,Urban,76,4,0,20,3,0.3333333333333333,2,34,4
Summit Health Center,Urban,165,1,1,15,2,0.3333333333333333,6,92,2
Riverside Medical Center,Urban,167,4,1,7,3,0.25,1,46,3
Northside Community Hospital,Rural,21,2,0,17,2,0.3333333333333333,0,142,1
St. Mary’s Regional Health,Rural,45,7,6,5,2,0.3333333333333333,0,71,2
Springfield General Hospital,Urban,96,7,4,12,2,0.25,7,91,2
St. Mary’s Regional Health,Rural,40,10,6,5,4,0.5,2,10,5
Northside Community Hospital,Rural,32,10,2,20,1,0.25,2,99,1
Summit Health Center,Urban,137,3,5,3,3,0.3333333333333333,2,31,4
Summit Health Center,Urban,106,1,4,9,1,0.2,3,268,1
Springfield General Hospital,Urban,172,10,1,14,3,0.25,2,32,4
Northside Community Hospital,Rural,33,4,5,19,2,0.25,0,46,4
Northside Community Hospital,Rural,22,6,6,3,1,0.2,0,112,1
Summit Health Center,Urban,155,12,2,22,4,1.0,8,20,4
Riverside Medical Center,Urban,178,10,4,4,2,0.25,8,107,1
Northside Community Hospital,Rural,20,7,0,12,2,0.3333333333333333,0,197,1
Springfield General Hospital,Urban,123,3,1,21,1,0.25,8,83,2
St. Mary’s Regional Health,Rural,45,3,4,7,3,0.3333333333333333,3,32,4
St. Mary’s Regional Health,Rural,48,6,5,11,2,0.25,0,143,1
Riverside Medical Center,Urban,180,7,5,16,2,0.25,9,96,1
St. Mary’s Regional Health,Rural,32,7,2,0,1,0.25,3,228,1
Northside Community Hospital,Rural,32,8,1,11,4,0.5,0,25,4
Springfield General Hospital,Urban,78,3,0,3,1,0.2,3,321,1
Riverside Medical Center,Urban,102,1,4,6,1,0.2,5,297,1
Northside Community Hospital,Rural,45,4,0,16,1,0.2,1,205,1
St. Mary’s Regional Health,Rural,43,5,2,21,1,0.25,0,130,1
St. Mary’s Regional Health,Rural,22,2,3,13,2,0.25,3,149,1
Northside Community Hospital,Rural,39,8,3,21,3,0.3333333333333333,0,58,3
St. Mary’s Regional Health,Rural,32,8,2,14,3,0.3333333333333333,3,51,3
Summit Health Center,Urban,79,6,5,3,2,0.25,5,78,2
Summit Health Center,Urban,109,10,3,13,2,0.25,2,110,2
Summit Health Center,Urban,195,7,2,8,4,0.5,9,19,4
Riverside Medical Center,Urban,88,12,5,15,3,0.3333333333333333,5,26,5
Springfield General Hospital,Urban,141,3,4,20,3,0.25,4,42,3
St. Mary’s Regional Health,Rural,23,12,1,5,1,0.2,2,200,1
Riverside Medical Center,Urban,69,5,6,4,2,0.25,8,47,3
Northside Community Hospital,Rural,32,2,4,22,2,0.25,2,153,1
Springfield General Hospital,Urban,173,12,4,10,1,0.2,9,305,1
Summit Health Center,Urban,52,1,1,0,1,0.2,4,344,1
Northside Community Hospital,Rural,21,7,1,14,1,0.25,0,199,1
Springfield General Hospital,Urban,192,9,6,13,1,0.25,5,76,2
St. Mary’s Regional Health,Rural,29,10,5,2,2,0.25,2,61,3
Summit Health Center,Urban,66,4,0,1,2,0.3333333333333333,2,99,1
Summit Health Center,Urban,50,10,2,5,4,1.0,7,15,4
